time_min,distance_km,relative_speed_km_s,fuel_delta_v_m_s,chaser_x_km,chaser_y_km,target_x_km,target_y_km,action
70,37.9108,0.0536548,79.2,-460.369,-6832.65,-439.204,-6864.1,coast
70.1667,37.393,0.0530912,79.2,-384.19,-6837.59,-363.208,-6868.54,coast
70.3333,36.8798,0.0525298,79.2,-307.964,-6841.68,-287.167,-6872.14,coast
70.5,36.3711,0.0519708,79.2,-231.699,-6844.93,-211.091,-6874.9,coast
70.6667,35.8671,0.0514141,79.2,-155.406,-6847.32,-134.99,-6876.81,coast
70.8333,35.3678,0.0508598,79.2,-79.0932,-6848.87,-58.8715,-6877.89,coast
71,34.873,0.0503079,79.2,-2.77074,-6849.56,17.2538,-6878.12,coast
71.1667,34.383,0.0497584,79.2,73.552,-6849.41,93.377,-6877.5,coast
71.3333,33.8976,0.0492114,79.2,149.866,-6848.41,169.489,-6876.05,coast
71.5,33.4169,0.0486669,79.2,226.161,-6846.56,245.58,-6873.75,coast
71.6667,32.9409,0.0481249,79.2,302.428,-6843.86,321.641,-6870.61,coast
71.8333,32.4696,0.0475855,79.2,378.657,-6840.31,397.662,-6866.63,coast
72,32.003,0.0470486,79.2,454.84,-6835.91,473.635,-6861.81,coast
72.1667,31.5412,0.0465144,79.2,530.966,-6830.66,549.55,-6856.15,coast
72.3333,31.0841,0.0459829,79.2,607.026,-6824.57,625.398,-6849.65,coast
72.5,30.6318,0.045454,79.2,683.012,-6817.63,701.168,-6842.3,coast
72.6667,30.1842,0.0449279,79.2,758.912,-6809.85,776.853,-6834.13,coast
72.8333,29.7413,0.0444045,79.2,834.719,-6801.23,852.443,-6825.11,coast
73,29.3033,0.0438839,79.2,910.422,-6791.76,927.929,-6815.26,coast
73.1667,28.87,0.0433661,79.2,986.012,-6781.45,1003.3,-6804.57,coast
73.3333,28.4415,0.0428512,79.2,1061.48,-6770.3,1078.55,-6793.05,coast
73.5,28.0177,0.0423393,79.2,1136.82,-6758.31,1153.67,-6780.69,coast
73.6667,27.5987,0.0418302,79.2,1212.01,-6745.48,1228.64,-6767.51,coast
73.8333,27.1846,0.0413241,79.2,1287.06,-6731.82,1303.47,-6753.5,coast
74,26.7751,0.040821,79.2,1361.95,-6717.33,1378.13,-6738.66,coast
74.1667,26.3705,0.040321,79.2,1436.66,-6702,1452.63,-6722.99,coast
74.3333,25.9706,0.039824,79.2,1511.2,-6685.85,1526.95,-6706.5,coast
74.5,25.5755,0.0393302,79.2,1585.56,-6668.87,1601.08,-6689.19,coast
74.6667,25.1851,0.0388395,79.2,1659.71,-6651.06,1675.01,-6671.06,coast
74.8333,24.7995,0.038352,79.2,1733.66,-6632.43,1748.74,-6652.12,coast
75,24.4187,0.0378678,79.2,1807.4,-6612.98,1822.26,-6632.36,coast
75.1667,24.0425,0.0373868,79.2,1880.91,-6592.71,1895.55,-6611.78,coast
75.3333,23.6711,0.0369091,79.2,1954.2,-6571.62,1968.61,-6590.4,coast
75.5,23.3045,0.0364348,79.2,2027.23,-6549.72,2041.43,-6568.21,coast
75.6667,22.9425,0.0359639,79.2,2100.02,-6527.02,2114,-6545.21,coast
75.8333,22.5852,0.0354964,79.2,2172.55,-6503.5,2186.31,-6521.41,coast
76,22.2326,0.0350324,79.2,2244.81,-6479.18,2258.35,-6496.82,coast
76.1667,21.8846,0.0345719,79.2,2316.79,-6454.06,2330.12,-6471.42,coast
76.3333,21.5413,0.034115,79.2,2388.49,-6428.15,2401.6,-6445.24,coast
76.5,21.2025,0.0336616,79.2,2459.89,-6401.43,2472.79,-6418.26,coast
76.6667,20.8684,0.033212,79.2,2530.99,-6373.93,2543.67,-6390.5,coast
76.8333,20.5389,0.032766,79.2,2601.77,-6345.64,2614.24,-6361.96,coast
77,20.2139,0.0323238,79.2,2672.23,-6316.56,2684.49,-6332.63,coast
77.1667,19.8935,0.0318854,79.2,2742.37,-6286.71,2754.42,-6302.54,coast
77.3333,19.5775,0.0314508,79.2,2812.16,-6256.07,2824,-6271.67,coast
77.5,19.2661,0.0310201,79.2,2881.61,-6224.67,2893.24,-6240.03,coast
77.6667,18.959,0.0305933,79.2,2950.7,-6192.5,2962.13,-6207.62,coast
77.8333,18.6564,0.0301705,79.2,3019.42,-6159.56,3030.65,-6174.46,coast
78,18.3582,0.0297518,79.2,3087.78,-6125.86,3098.8,-6140.54,coast
78.1667,18.0644,0.0293371,79.2,3155.75,-6091.4,3166.57,-6105.87,coast
78.3333,17.7748,0.0289266,79.2,3223.33,-6056.19,3233.95,-6070.45,coast
78.5,17.4895,0.0285202,79.2,3290.51,-6020.24,3300.94,-6034.28,coast
78.6667,17.2085,0.0281181,79.2,3357.29,-5983.54,3367.52,-5997.38,coast
78.8333,16.9317,0.0277204,79.2,3423.66,-5946.1,3433.69,-5959.74,coast
79,16.6591,0.0273269,79.2,3489.6,-5907.93,3499.44,-5921.37,coast
79.1667,16.3906,0.0269379,79.2,3555.11,-5869.04,3564.76,-5882.28,coast
79.3333,16.1261,0.0265533,79.2,3620.18,-5829.41,3629.65,-5842.47,coast
79.5,15.8657,0.0261733,79.2,3684.81,-5789.07,3694.09,-5801.94,coast
79.6667,15.6093,0.0257978,79.2,3748.98,-5748.01,3758.08,-5760.7,coast
79.8333,15.3569,0.025427,79.2,3812.69,-5706.25,3821.6,-5718.75,coast
80,15.1083,0.0250609,79.2,3875.93,-5663.78,3884.66,-5676.11,coast
80.1667,14.8635,0.0246996,79.2,3938.69,-5620.61,3947.25,-5632.76,coast
80.3333,14.6226,0.0243431,79.2,4000.96,-5576.75,4009.34,-5588.73,coast
80.5,14.3854,0.0239915,79.2,4062.74,-5532.2,4070.95,-5544.02,coast
80.6667,14.1519,0.0236448,79.2,4124.03,-5486.97,4132.06,-5498.62,coast
80.8333,13.922,0.0233032,79.2,4184.8,-5441.07,4192.67,-5452.55,coast
81,13.6957,0.0229666,79.2,4245.06,-5394.49,4252.76,-5405.81,coast
81.1667,13.4728,0.0226352,79.2,4304.79,-5347.25,4312.32,-5358.42,coast
81.3333,13.2535,0.0223089,79.2,4363.99,-5299.35,4371.37,-5310.36,coast
81.5,13.0375,0.021988,79.2,4422.66,-5250.79,4429.87,-5261.65,coast
81.6667,12.8249,0.0216724,79.2,4480.78,-5201.59,4487.83,-5212.3,coast
81.8333,12.6155,0.0213622,79.2,4538.35,-5151.75,4545.25,-5162.32,coast
82,12.4093,0.0210575,79.2,4595.36,-5101.28,4602.1,-5111.69,coast
82.1667,12.2062,0.0207583,79.2,4651.8,-5050.17,4658.39,-5060.45,coast
82.3333,12.0062,0.0204647,79.2,4707.67,-4998.45,4714.12,-5008.58,coast
82.5,11.8093,0.0201768,79.2,4762.97,-4946.11,4769.26,-4956.1,coast
82.6667,11.6152,0.0198946,79.2,4817.67,-4893.16,4823.82,-4903.01,coast
82.8333,11.424,0.0196182,79.2,4871.78,-4839.6,4877.79,-4849.32,coast
83,11.2356,0.0193476,79.2,4925.3,-4785.46,4931.16,-4795.04,coast
83.1667,11.0499,0.019083,79.2,4978.2,-4730.72,4983.93,-4740.17,coast
83.3333,10.8669,0.0188243,79.2,5030.5,-4675.4,5036.09,-4684.72,coast
83.5,10.6865,0.0185717,79.2,5082.17,-4619.51,5087.63,-4628.7,coast
83.6667,10.5086,0.0183252,79.2,5133.22,-4563.04,5138.54,-4572.1,coast
83.8333,10.3331,0.0180848,79.2,5183.64,-4506.02,5188.83,-4514.95,coast
84,10.1599,0.0178505,79.2,5233.42,-4448.44,5238.48,-4457.25,coast
84.1667,9.98911,0.0176225,79.2,5282.56,-4390.31,5287.49,-4399,coast
84.3333,9.8205,0.0174008,79.2,5331.04,-4331.65,5335.86,-4340.21,coast
84.5,9.65404,0.0171854,79.2,5378.87,-4272.45,5383.56,-4280.89,coast
84.6667,9.48966,0.0169764,79.2,5426.04,-4212.73,5430.61,-4221.04,coast
84.8333,9.32728,0.0167737,79.2,5472.55,-4152.48,5477,-4160.68,coast
85,9.16683,0.0165774,79.2,5518.37,-4091.73,5522.71,-4099.81,coast
85.1667,9.00825,0.0163876,79.2,5563.53,-4030.48,5567.75,-4038.43,coast
85.3333,8.85145,0.0162042,79.2,5607.99,-3968.73,5612.1,-3976.56,coast
85.5,8.69637,0.0160272,79.2,5651.77,-3906.49,5655.77,-3914.21,coast
85.6667,8.54295,0.0158567,79.2,5694.85,-3843.77,5698.75,-3851.37,coast
85.8333,8.3911,0.0156927,79.2,5737.24,-3780.58,5741.02,-3788.07,coast
86,8.24076,0.0155351,79.2,5778.92,-3716.92,5782.59,-3724.29,coast
86.1667,8.09187,0.0153839,79.2,5819.88,-3652.81,5823.46,-3660.07,coast
86.3333,7.94435,0.0152391,79.2,5860.14,-3588.25,5863.61,-3595.39,coast
86.5,7.79815,0.0151006,79.2,5899.67,-3523.24,5903.04,-3530.27,coast
86.6667,7.65318,0.0149685,79.2,5938.48,-3457.81,5941.75,-3464.73,coast
86.8333,7.50941,0.0148427,79.2,5976.56,-3391.95,5979.74,-3398.75,coast
87,7.36675,0.0147231,79.2,6013.9,-3325.67,6016.99,-3332.36,coast
87.1667,7.22515,0.0146096,79.2,6050.51,-3258.99,6053.5,-3265.56,coast
87.3333,7.08454,0.0145022,79.2,6086.37,-3191.9,6089.27,-3198.37,coast
87.5,6.94488,0.0144008,79.2,6121.49,-3124.42,6124.3,-3130.78,coast
87.6667,6.8061,0.0143053,79.2,6155.85,-3056.56,6158.57,-3062.8,coast
87.8333,6.66815,0.0142156,79.2,6189.46,-2988.33,6192.09,-2994.46,coast
88,6.53097,0.0141317,79.2,6222.31,-2919.73,6224.85,-2925.74,prograde
88.1667,6.39518,0.0139604,79.4,6254.4,-2850.76,6256.85,-2856.67,prograde
88.3333,6.26144,0.0137924,79.6,6285.71,-2781.45,6288.09,-2787.24,prograde
88.5,6.12974,0.0136275,79.8,6316.26,-2711.79,6318.55,-2717.48,prograde
88.6667,6.00007,0.0134657,80,6346.04,-2641.8,6348.24,-2647.38,prograde
88.8333,5.87244,0.013307,80.2,6375.03,-2571.48,6377.15,-2576.96,prograde
89,5.74683,0.0131513,80.4,6403.25,-2500.85,6405.28,-2506.22,coast
89.1667,5.62251,0.0130969,80.4,6430.67,-2429.9,6432.63,-2435.18,coast
89.3333,5.49871,0.0130473,80.4,6457.31,-2358.66,6459.18,-2363.83,coast
89.5,5.37539,0.0130024,80.4,6483.16,-2287.13,6484.95,-2292.2,coast
89.6667,5.25252,0.0129622,80.4,6508.21,-2215.32,6509.92,-2220.29,coast
89.8333,5.13006,0.0129264,80.4,6532.47,-2143.24,6534.1,-2148.1,coast
90,5.00799,0.0128948,80.4,6555.92,-2070.89,6557.47,-2075.65,prograde
90.1667,4.88711,0.0127511,80.6,6578.57,-1998.29,6580.04,-2002.95,prograde
